work_year,experience_level,job_title,salary_in_usd,company_location,job_category,title_enc,country_enc,level_enc,category_enc
2024,Executive,Business Intelligence,230000,United States,Analytics and BI,18,80,1,0
2024,Executive,Business Intelligence,176900,United States,Analytics and BI,18,80,1,0
2024,Senior,Data Engineer,276000,United States,Data Engineering,39,80,3,2
2024,Senior,Data Engineer,148000,United States,Data Engineering,39,80,3,2
2024,Senior,Research Scientist,234000,United States,Research and Science,98,80,3,9
2024,Senior,Research Scientist,146000,United States,Research and Science,98,80,3,9
2024,Entry-level,Business Intelligence Analyst,192300,United States,Analytics and BI,19,80,0,0
2024,Entry-level,Business Intelligence Analyst,120200,United States,Analytics and BI,19,80,0,0
2024,Entry-level,Analytics Engineer,132500,United States,Analytics and BI,7,80,0,0
2024,Entry-level,Analytics Engineer,111500,United States,Analytics and BI,7,80,0,0
2024,Entry-level,Data Engineer,234000,United States,Data Engineering,39,80,0,2
2024,Entry-level,Data Engineer,146000,United States,Data Engineering,39,80,0,2
2024,Senior,Data Scientist,322000,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,168000,United States,Data Science and AI,52,80,3,3
2024,Mid-level,Data Scientist,152000,Canada,Data Science and AI,52,11,2,3
2024,Mid-level,Data Scientist,98000,Canada,Data Science and AI,52,11,2,3
2024,Senior,Research Engineer,138000,United States,Research and Science,97,80,3,9
2024,Senior,Research Engineer,86000,United States,Research and Science,97,80,3,9
2024,Senior,Data Analyst,115000,United States,Analytics and BI,30,80,3,0
2024,Senior,Data Analyst,105000,United States,Analytics and BI,30,80,3,0
2024,Senior,Data Scientist,100000,United Kingdom,Data Science and AI,52,79,3,3
2024,Senior,Data Scientist,87500,United Kingdom,Data Science and AI,52,79,3,3
2024,Senior,Business Intelligence Engineer,156476,United States,Analytics and BI,22,80,3,0
2024,Senior,Business Intelligence Engineer,104981,United States,Analytics and BI,22,80,3,0
2024,Mid-level,Data Engineer,146000,United States,Data Engineering,39,80,2,2
2024,Mid-level,Data Engineer,110000,United States,Data Engineering,39,80,2,2
2024,Senior,Data Scientist,297000,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,138000,United States,Data Science and AI,52,80,3,3
2024,Mid-level,Machine Learning Engineer,160480,United States,Data Science and AI,75,80,2,3
2024,Mid-level,Machine Learning Engineer,109920,United States,Data Science and AI,75,80,2,3
2024,Senior,Data Engineer,224000,United States,Data Engineering,39,80,3,2
2024,Senior,Data Engineer,150000,United States,Data Engineering,39,80,3,2
2024,Entry-level,Data Analyst,84000,United States,Analytics and BI,30,80,0,0
2024,Entry-level,Data Analyst,75800,United States,Analytics and BI,30,80,0,0
2024,Mid-level,Business Intelligence,207600,United States,Analytics and BI,18,80,2,0
2024,Mid-level,Business Intelligence,138400,United States,Analytics and BI,18,80,2,0
2024,Entry-level,Data Analyst,94600,United States,Analytics and BI,30,80,0,0
2024,Entry-level,Data Analyst,75700,United States,Analytics and BI,30,80,0,0
2024,Senior,Data Scientist,190000,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,155000,United States,Data Science and AI,52,80,3,3
2024,Mid-level,Data Engineer,168000,United States,Data Engineering,39,80,2,2
2024,Mid-level,Data Engineer,158000,United States,Data Engineering,39,80,2,2
2024,Executive,Head of Data,243000,United States,Executive and Management,66,80,1,6
2024,Executive,Head of Data,163000,United States,Executive and Management,66,80,1,6
2024,Senior,Data Scientist,190000,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,155000,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,170000,United States,Data Science and AI,52,80,3,3
2024,Senior,Machine Learning Engineer,125333,Lithuania,Data Science and AI,75,45,3,3
2024,Senior,Machine Learning Engineer,81333,Lithuania,Data Science and AI,75,45,3,3
2024,Senior,Business Intelligence,192500,United States,Analytics and BI,18,80,3,0
2024,Senior,Business Intelligence,134900,United States,Analytics and BI,18,80,3,0
2024,Senior,Data Scientist,227000,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,192780,United States,Data Science and AI,52,80,3,3
2024,Mid-level,BI Analyst,85000,United States,Analytics and BI,13,80,2,0
2024,Mid-level,BI Analyst,70000,United States,Analytics and BI,13,80,2,0
2024,Senior,Analytics Engineer,180000,United States,Analytics and BI,7,80,3,0
2024,Senior,Analytics Engineer,112000,United States,Analytics and BI,7,80,3,0
2024,Senior,Data Engineer,130000,United States,Data Engineering,39,80,3,2
2024,Senior,Data Engineer,100000,United States,Data Engineering,39,80,3,2
2024,Senior,Data Engineer,140000,United States,Data Engineering,39,80,3,2
2024,Senior,Data Engineer,100000,United States,Data Engineering,39,80,3,2
2024,Mid-level,Data Scientist,175000,United States,Data Science and AI,52,80,2,3
2024,Mid-level,Data Scientist,135000,United States,Data Science and AI,52,80,2,3
2024,Senior,Research Scientist,180000,United States,Research and Science,98,80,3,9
2024,Senior,Analytics Engineer,170000,United States,Analytics and BI,7,80,3,0
2024,Senior,Analytics Engineer,130000,United States,Analytics and BI,7,80,3,0
2024,Senior,Machine Learning Engineer,184800,Canada,Data Science and AI,75,11,3,3
2024,Senior,Machine Learning Engineer,123200,Canada,Data Science and AI,75,11,3,3
2024,Senior,Data Engineer,115000,United States,Data Engineering,39,80,3,2
2024,Senior,Data Engineer,105000,United States,Data Engineering,39,80,3,2
2024,Entry-level,Machine Learning Engineer,157900,Canada,Data Science and AI,75,11,0,3
2024,Entry-level,Machine Learning Engineer,105300,Canada,Data Science and AI,75,11,0,3
2024,Mid-level,Data Scientist,252000,United States,Data Science and AI,52,80,2,3
2024,Mid-level,Data Scientist,168000,United States,Data Science and AI,52,80,2,3
2024,Executive,AI Engineer,225000,United States,Data Science and AI,0,80,1,3
2024,Executive,AI Engineer,150000,United States,Data Science and AI,0,80,1,3
2024,Mid-level,Data Engineer,150000,United States,Data Engineering,39,80,2,2
2024,Mid-level,Data Engineer,90000,United States,Data Engineering,39,80,2,2
2024,Mid-level,Data Analyst,150000,United States,Analytics and BI,30,80,2,0
2024,Mid-level,Data Analyst,117000,United States,Analytics and BI,30,80,2,0
2024,Mid-level,Research Engineer,295000,United States,Research and Science,97,80,2,9
2024,Mid-level,Data Scientist,87500,United Kingdom,Data Science and AI,52,79,2,3
2024,Mid-level,Data Scientist,62500,United Kingdom,Data Science and AI,52,79,2,3
2024,Mid-level,Data Analyst,150000,United States,Analytics and BI,30,80,2,0
2024,Mid-level,Data Analyst,120000,United States,Analytics and BI,30,80,2,0
2024,Mid-level,Data Engineer,148000,United States,Data Engineering,39,80,2,2
2024,Mid-level,Data Engineer,106500,United States,Data Engineering,39,80,2,2
2024,Senior,Applied Scientist,209000,Poland,Research and Science,11,58,3,9
2024,Senior,Applied Scientist,155000,Poland,Research and Science,11,58,3,9
2024,Senior,AI Engineer,210000,United States,Data Science and AI,0,80,3,3
2024,Senior,AI Engineer,180000,United States,Data Science and AI,0,80,3,3
2024,Senior,Data Scientist,170000,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,130000,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,87500,United Kingdom,Data Science and AI,52,79,3,3
2024,Senior,Data Scientist,62500,United Kingdom,Data Science and AI,52,79,3,3
2024,Senior,Data Engineer,220000,Canada,Data Engineering,39,11,3,2
2024,Senior,Data Engineer,180000,Canada,Data Engineering,39,11,3,2
2024,Senior,Machine Learning Engineer,278700,United States,Data Science and AI,75,80,3,3
2024,Senior,Machine Learning Engineer,159300,United States,Data Science and AI,75,80,3,3
2024,Senior,Data Analyst,145000,United States,Analytics and BI,30,80,3,0
2024,Senior,Data Analyst,110000,United States,Analytics and BI,30,80,3,0
2024,Senior,BI Data Analyst,66666,Germany,Analytics and BI,14,26,3,0
2024,Mid-level,Analytics Engineer,126000,United States,Analytics and BI,7,80,2,0
2024,Mid-level,Analytics Engineer,78000,United States,Analytics and BI,7,80,2,0
2024,Senior,Research Scientist,290000,United States,Research and Science,98,80,3,9
2024,Senior,Research Scientist,240000,United States,Research and Science,98,80,3,9
2024,Senior,Machine Learning Engineer,210000,United States,Data Science and AI,75,80,3,3
2024,Senior,Machine Learning Engineer,178500,United States,Data Science and AI,75,80,3,3
2024,Senior,AI Research Scientist,150000,Saudi Arabia,Research and Science,3,65,3,9
2024,Executive,Machine Learning Engineer,290000,United States,Data Science and AI,75,80,1,3
2024,Executive,Machine Learning Engineer,232000,United States,Data Science and AI,75,80,1,3
2024,Senior,Research Scientist,234000,United States,Research and Science,98,80,3,9
2024,Senior,Research Scientist,146000,United States,Research and Science,98,80,3,9
2024,Mid-level,Data Engineer,172400,United States,Data Engineering,39,80,2,2
2024,Mid-level,Data Engineer,109000,United States,Data Engineering,39,80,2,2
2024,Entry-level,Data Analyst,88800,United States,Analytics and BI,30,80,0,0
2024,Entry-level,Data Analyst,64600,United States,Analytics and BI,30,80,0,0
2024,Senior,Data Scientist,185900,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,109400,United States,Data Science and AI,52,80,3,3
2024,Entry-level,Research Analyst,106000,United States,Research and Science,96,80,0,9
2024,Entry-level,Research Analyst,66000,United States,Research and Science,96,80,0,9
2024,Senior,Machine Learning Engineer,234300,United States,Data Science and AI,75,80,3,3
2024,Senior,Machine Learning Engineer,96900,United States,Data Science and AI,75,80,3,3
2024,Entry-level,Data Analyst,157600,United States,Analytics and BI,30,80,0,0
2024,Entry-level,Data Analyst,96800,United States,Analytics and BI,30,80,0,0
2024,Senior,Research Engineer,180000,United States,Research and Science,97,80,3,9
2024,Entry-level,Admin & Data Analyst,40000,United States,Analytics and BI,6,80,0,0
2024,Entry-level,Data Analyst,70000,United States,Analytics and BI,30,80,0,0
2024,Entry-level,Data Analyst,50000,United States,Analytics and BI,30,80,0,0
2024,Senior,Research Analyst,94600,United States,Research and Science,96,80,3,9
2024,Senior,Research Analyst,77400,United States,Research and Science,96,80,3,9
2024,Entry-level,Data Analyst,192500,United States,Analytics and BI,30,80,0,0
2024,Entry-level,Data Analyst,140000,United States,Analytics and BI,30,80,0,0
2024,Mid-level,Data Scientist,154500,United States,Data Science and AI,52,80,2,3
2024,Mid-level,Data Scientist,75705,United States,Data Science and AI,52,80,2,3
2024,Entry-level,Business Intelligence Analyst,95000,United States,Analytics and BI,19,80,0,0
2024,Entry-level,Business Intelligence Analyst,85000,United States,Analytics and BI,19,80,0,0
2024,Mid-level,Business Intelligence Manager,164700,United States,Analytics and BI,24,80,2,0
2024,Mid-level,Business Intelligence Manager,117500,United States,Analytics and BI,24,80,2,0
2024,Entry-level,Data Analyst,80000,United States,Analytics and BI,30,80,0,0
2024,Entry-level,Data Analyst,45700,United States,Analytics and BI,30,80,0,0
2024,Senior,Data Analyst,117000,United States,Analytics and BI,30,80,3,0
2024,Senior,Data Analyst,115765,United States,Analytics and BI,30,80,3,0
2024,Senior,Data Analyst,140000,Canada,Analytics and BI,30,11,3,0
2024,Senior,Data Analyst,107000,Canada,Analytics and BI,30,11,3,0
2024,Senior,Machine Learning Engineer,178250,United States,Data Science and AI,75,80,3,3
2024,Senior,Machine Learning Engineer,105500,United States,Data Science and AI,75,80,3,3
2024,Mid-level,Research Scientist,138000,United States,Research and Science,98,80,2,9
2024,Mid-level,Research Scientist,86000,United States,Research and Science,98,80,2,9
2024,Senior,Data Engineer,259700,United States,Data Engineering,39,80,3,2
2024,Senior,Data Engineer,185500,United States,Data Engineering,39,80,3,2
2024,Entry-level,Data Analyst,80000,United States,Analytics and BI,30,80,0,0
2024,Entry-level,Data Analyst,80000,United States,Analytics and BI,30,80,0,0
2024,Executive,Data Analyst,175000,United States,Analytics and BI,30,80,1,0
2024,Executive,Data Analyst,68000,United States,Analytics and BI,30,80,1,0
2024,Mid-level,Data Analyst,110000,United States,Analytics and BI,30,80,2,0
2024,Mid-level,Data Analyst,90000,United States,Analytics and BI,30,80,2,0
2024,Senior,Research Scientist,123765,United States,Research and Science,98,80,3,9
2024,Senior,Research Scientist,85469,United States,Research and Science,98,80,3,9
2024,Mid-level,Data Analyst,85000,United States,Analytics and BI,30,80,2,0
2024,Mid-level,Data Analyst,61800,United States,Analytics and BI,30,80,2,0
2024,Mid-level,Data Engineer,242100,United States,Data Engineering,39,80,2,2
2024,Mid-level,Data Engineer,116200,United States,Data Engineering,39,80,2,2
2024,Senior,Machine Learning Engineer,250000,United States,Data Science and AI,75,80,3,3
2024,Senior,Machine Learning Engineer,212500,United States,Data Science and AI,75,80,3,3
2024,Senior,Data Scientist,100000,France,Data Science and AI,52,24,3,3
2024,Senior,Data Scientist,55555,France,Data Science and AI,52,24,3,3
2024,Mid-level,Data Analyst,77280,United States,Analytics and BI,30,80,2,0
2024,Mid-level,Data Analyst,58000,United States,Analytics and BI,30,80,2,0
2024,Entry-level,Business Intelligence,166000,United States,Analytics and BI,18,80,0,0
2024,Entry-level,Business Intelligence,119000,United States,Analytics and BI,18,80,0,0
2024,Senior,Machine Learning Engineer,192000,United States,Data Science and AI,75,80,3,3
2024,Senior,Machine Learning Engineer,164000,United States,Data Science and AI,75,80,3,3
2024,Mid-level,Research Scientist,218213,United States,Research and Science,98,80,2,9
2024,Mid-level,Research Scientist,151800,United States,Research and Science,98,80,2,9
2024,Senior,Data Scientist,130000,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,120000,United States,Data Science and AI,52,80,3,3
2024,Mid-level,Data Engineer,200000,United States,Data Engineering,39,80,2,2
2024,Mid-level,Data Engineer,150000,United States,Data Engineering,39,80,2,2
2024,Senior,Data Scientist,253430,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,200740,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,234900,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,97300,United States,Data Science and AI,52,80,3,3
2024,Senior,Machine Learning Engineer,206000,United States,Data Science and AI,75,80,3,3
2024,Senior,Machine Learning Engineer,165000,United States,Data Science and AI,75,80,3,3
2024,Entry-level,Data Analyst,70000,United States,Analytics and BI,30,80,0,0
2024,Entry-level,Data Analyst,60000,United States,Analytics and BI,30,80,0,0
2024,Senior,Data Engineer,190000,United States,Data Engineering,39,80,3,2
2024,Senior,Data Engineer,170000,United States,Data Engineering,39,80,3,2
2024,Senior,Data Engineer,111111,Poland,Data Engineering,39,58,3,2
2024,Senior,Data Engineer,66666,Poland,Data Engineering,39,58,3,2
2024,Senior,Data Scientist,180000,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,162000,United States,Data Science and AI,52,80,3,3
2024,Executive,Business Intelligence,230000,Canada,Analytics and BI,18,11,1,0
2024,Executive,Business Intelligence,155000,Canada,Analytics and BI,18,11,1,0
2024,Senior,Data Analyst,165000,United States,Analytics and BI,30,80,3,0
2024,Senior,Data Scientist,180000,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,162000,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Analytics Associate,91000,United States,Analytics and BI,32,80,3,0
2024,Entry-level,Research Analyst,219000,United States,Research and Science,96,80,0,9
2024,Entry-level,Research Analyst,123000,United States,Research and Science,96,80,0,9
2024,Mid-level,Data Scientist,212000,United States,Data Science and AI,52,80,2,3
2024,Mid-level,Data Scientist,93300,United States,Data Science and AI,52,80,2,3
2024,Entry-level,BI Analyst,157600,United States,Analytics and BI,13,80,0,0
2024,Entry-level,BI Analyst,96800,United States,Analytics and BI,13,80,0,0
2024,Entry-level,Data Analyst,137100,United States,Analytics and BI,30,80,0,0
2024,Entry-level,Data Analyst,109700,United States,Analytics and BI,30,80,0,0
2024,Senior,Data Engineer,304750,United States,Data Engineering,39,80,3,2
2024,Senior,Data Engineer,160000,United States,Data Engineering,39,80,3,2
2024,Entry-level,Research Engineer,101200,United States,Research and Science,97,80,0,9
2024,Entry-level,Research Engineer,57700,United States,Research and Science,97,80,0,9
2024,Senior,Data Engineer,160000,United States,Data Engineering,39,80,3,2
2024,Senior,Data Engineer,77400,United States,Data Engineering,39,80,3,2
2024,Senior,Machine Learning Engineer,270000,United States,Data Science and AI,75,80,3,3
2024,Senior,Machine Learning Engineer,153000,United States,Data Science and AI,75,80,3,3
2024,Entry-level,Data Engineer,146000,United States,Data Engineering,39,80,0,2
2024,Entry-level,Data Engineer,98000,United States,Data Engineering,39,80,0,2
2024,Senior,Data Engineer,300000,United States,Data Engineering,39,80,3,2
2024,Senior,Data Engineer,200000,United States,Data Engineering,39,80,3,2
2024,Executive,Data Analyst,125000,United States,Analytics and BI,30,80,1,0
2024,Executive,Data Analyst,100000,United States,Analytics and BI,30,80,1,0
2024,Senior,Data Engineer,165000,United States,Data Engineering,39,80,3,2
2024,Senior,Data Engineer,100000,United States,Data Engineering,39,80,3,2
2024,Mid-level,Data Engineer,115000,United States,Data Engineering,39,80,2,2
2024,Mid-level,Data Engineer,75000,United States,Data Engineering,39,80,2,2
2024,Senior,Research Scientist,96643,Canada,Research and Science,98,11,3,9
2024,Senior,Research Scientist,51543,Canada,Research and Science,98,11,3,9
2024,Mid-level,Business Intelligence Analyst,181280,United States,Analytics and BI,19,80,2,0
2024,Mid-level,Business Intelligence Analyst,164800,United States,Analytics and BI,19,80,2,0
2024,Mid-level,Data Analyst,107500,United States,Analytics and BI,30,80,2,0
2024,Mid-level,Data Analyst,96750,United States,Analytics and BI,30,80,2,0
2024,Senior,Data Scientist,96750,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,69600,United States,Data Science and AI,52,80,3,3
2024,Mid-level,Data Scientist,150000,United States,Data Science and AI,52,80,2,3
2024,Mid-level,Data Scientist,127500,United States,Data Science and AI,52,80,2,3
2024,Executive,Data Engineer,225000,United States,Data Engineering,39,80,1,2
2024,Executive,Data Engineer,190000,United States,Data Engineering,39,80,1,2
2024,Senior,Data Scientist,245000,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,180000,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,190000,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,136000,United States,Data Science and AI,52,80,3,3
2024,Senior,Research Scientist,245400,United States,Research and Science,98,80,3,9
2024,Senior,Research Scientist,139000,United States,Research and Science,98,80,3,9
2024,Mid-level,Data Scientist,170000,United States,Data Science and AI,52,80,2,3
2024,Mid-level,Data Scientist,120000,United States,Data Science and AI,52,80,2,3
2024,Senior,Data Engineer,169900,United States,Data Engineering,39,80,3,2
2024,Senior,Data Engineer,135920,United States,Data Engineering,39,80,3,2
2024,Senior,Data Scientist,170000,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,160000,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,185000,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,123000,United States,Data Science and AI,52,80,3,3
2024,Senior,AI Engineer,90000,United Arab Emirates,Data Science and AI,0,78,3,3
2024,Senior,Machine Learning Engineer,180500,United States,Data Science and AI,75,80,3,3
2024,Senior,Machine Learning Engineer,96200,United States,Data Science and AI,75,80,3,3
2024,Senior,Machine Learning Engineer,235000,Australia,Data Science and AI,75,5,3,3
2024,Senior,Machine Learning Engineer,175000,Australia,Data Science and AI,75,5,3,3
2024,Mid-level,Business Intelligence Developer,95413,United States,Analytics and BI,21,80,2,0
2024,Mid-level,Business Intelligence Developer,70692,United States,Analytics and BI,21,80,2,0
2024,Senior,Data Engineer,110000,Ukraine,Data Engineering,39,77,3,2
2024,Senior,Data Engineer,48000,Ukraine,Data Engineering,39,77,3,2
2024,Senior,Data Scientist,222300,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,119700,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Engineer,270000,Australia,Data Engineering,39,5,3,2
2024,Senior,Data Engineer,190000,Australia,Data Engineering,39,5,3,2
2024,Mid-level,Data Engineer,98000,United States,Data Engineering,39,80,2,2
2024,Mid-level,Data Engineer,68300,United States,Data Engineering,39,80,2,2
2024,Mid-level,Machine Learning Engineer,223100,United States,Data Science and AI,75,80,2,3
2024,Mid-level,Machine Learning Engineer,126400,United States,Data Science and AI,75,80,2,3
2024,Senior,Data Engineer,283800,United States,Data Engineering,39,80,3,2
2024,Senior,Data Engineer,198900,United States,Data Engineering,39,80,3,2
2024,Mid-level,Research Engineer,166000,United States,Research and Science,97,80,2,9
2024,Mid-level,Research Engineer,73000,United States,Research and Science,97,80,2,9
2024,Entry-level,Data Analyst,130000,United States,Analytics and BI,30,80,0,0
2024,Entry-level,Data Analyst,100000,United States,Analytics and BI,30,80,0,0
2024,Senior,Machine Learning Scientist,220000,United States,Data Science and AI,82,80,3,3
2024,Senior,Machine Learning Scientist,137500,United States,Data Science and AI,82,80,3,3
2024,Senior,Research Engineer,234000,United States,Research and Science,97,80,3,9
2024,Senior,Research Engineer,146000,United States,Research and Science,97,80,3,9
2024,Entry-level,Data Analyst,44000,Lithuania,Analytics and BI,30,45,0,0
2024,Entry-level,Data Analyst,37333,Lithuania,Analytics and BI,30,45,0,0
2024,Senior,Data Engineer,275000,United States,Data Engineering,39,80,3,2
2024,Senior,Data Engineer,200000,United States,Data Engineering,39,80,3,2
2024,Senior,Data Engineer,204000,United States,Data Engineering,39,80,3,2
2024,Senior,Data Engineer,163200,United States,Data Engineering,39,80,3,2
2024,Mid-level,Data Scientist,135000,United States,Data Science and AI,52,80,2,3
2024,Mid-level,Data Scientist,110000,United States,Data Science and AI,52,80,2,3
2024,Senior,Machine Learning Engineer,195000,United States,Data Science and AI,75,80,3,3
2024,Senior,Machine Learning Engineer,170000,United States,Data Science and AI,75,80,3,3
2024,Mid-level,Data Engineer,210000,United States,Data Engineering,39,80,2,2
2024,Mid-level,Data Engineer,130000,United States,Data Engineering,39,80,2,2
2024,Mid-level,Data Scientist,136000,United States,Data Science and AI,52,80,2,3
2024,Mid-level,Data Scientist,106700,United States,Data Science and AI,52,80,2,3
2024,Mid-level,Data Scientist,164000,United States,Data Science and AI,52,80,2,3
2024,Mid-level,Data Scientist,131000,United States,Data Science and AI,52,80,2,3
2024,Mid-level,Applied Scientist,250000,United States,Research and Science,11,80,2,9
2024,Mid-level,Applied Scientist,170000,United States,Research and Science,11,80,2,9
2024,Senior,Data Analyst,175000,United States,Analytics and BI,30,80,3,0
2024,Senior,Data Analyst,117000,United States,Analytics and BI,30,80,3,0
2024,Senior,Data Engineer,205500,United States,Data Engineering,39,80,3,2
2024,Senior,Data Engineer,135000,United States,Data Engineering,39,80,3,2
2024,Senior,Data Engineer,146000,United States,Data Engineering,39,80,3,2
2024,Senior,Data Engineer,82500,United States,Data Engineering,39,80,3,2
2024,Senior,Data Analyst,157500,United States,Analytics and BI,30,80,3,0
2024,Senior,Data Analyst,132500,United States,Analytics and BI,30,80,3,0
2024,Senior,Data Engineer,209943,United States,Data Engineering,39,80,3,2
2024,Senior,Data Engineer,155175,United States,Data Engineering,39,80,3,2
2024,Senior,Data Scientist,244800,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,172000,United States,Data Science and AI,52,80,3,3
2024,Senior,Research Scientist,250000,United States,Research and Science,98,80,3,9
2024,Senior,Research Scientist,200000,United States,Research and Science,98,80,3,9
2024,Senior,Research Scientist,280000,United States,Research and Science,98,80,3,9
2024,Entry-level,Data Analyst,184180,United States,Analytics and BI,30,80,0,0
2024,Entry-level,Data Analyst,159870,United States,Analytics and BI,30,80,0,0
2024,Senior,Data Scientist,195000,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,110000,United States,Data Science and AI,52,80,3,3
2024,Senior,Research Scientist,180000,United States,Research and Science,98,80,3,9
2024,Senior,Data Scientist,220000,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,137500,United States,Data Science and AI,52,80,3,3
2024,Senior,AI Engineer,212000,United States,Data Science and AI,0,80,3,3
2024,Senior,AI Engineer,93300,United States,Data Science and AI,0,80,3,3
2024,Senior,Data Scientist,212000,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,93300,United States,Data Science and AI,52,80,3,3
2024,Entry-level,Data Analyst,291900,United States,Analytics and BI,30,80,0,0
2024,Entry-level,Data Analyst,103800,United States,Analytics and BI,30,80,0,0
2024,Senior,Data Scientist,212000,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,93300,United States,Data Science and AI,52,80,3,3
2024,Mid-level,Data Science Consultant,160000,United States,Consulting,50,80,2,1
2024,Mid-level,Data Science Consultant,70000,United States,Consulting,50,80,2,1
2024,Senior,Research Engineer,179000,United States,Research and Science,97,80,3,9
2024,Senior,Research Engineer,112000,United States,Research and Science,97,80,3,9
2024,Mid-level,Data Scientist,142100,United States,Data Science and AI,52,80,2,3
2024,Mid-level,Data Scientist,94700,United States,Data Science and AI,52,80,2,3
2024,Mid-level,AI Engineer,166000,United States,Data Science and AI,0,80,2,3
2024,Mid-level,AI Engineer,73100,United States,Data Science and AI,0,80,2,3
2024,Senior,Data Science Consultant,145000,United States,Consulting,50,80,3,1
2024,Senior,Data Science Consultant,128000,United States,Consulting,50,80,3,1
2024,Entry-level,Data Analyst,90000,United States,Analytics and BI,30,80,0,0
2024,Entry-level,Data Analyst,75000,United States,Analytics and BI,30,80,0,0
2024,Mid-level,Data Scientist,99000,United States,Data Science and AI,52,80,2,3
2024,Mid-level,Data Scientist,87000,United States,Data Science and AI,52,80,2,3
2024,Executive,Data Engineer,268500,Canada,Data Engineering,39,11,1,2
2024,Senior,Data Scientist,230000,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,195000,United States,Data Science and AI,52,80,3,3
2024,Senior,Research Analyst,212000,United States,Research and Science,96,80,3,9
2024,Senior,Research Analyst,93300,United States,Research and Science,96,80,3,9
2024,Entry-level,Data Operations Analyst,110500,United States,Operations,42,80,0,7
2024,Entry-level,Data Operations Analyst,69000,United States,Operations,42,80,0,7
2024,Senior,Data Management Consultant,100000,United States,Consulting,41,80,3,1
2024,Senior,Data Management Consultant,85000,United States,Consulting,41,80,3,1
2024,Mid-level,Business Intelligence Analyst,107690,United States,Analytics and BI,19,80,2,0
2024,Mid-level,Business Intelligence Analyst,78300,United States,Analytics and BI,19,80,2,0
2024,Entry-level,Analytics Engineer,131000,United States,Analytics and BI,7,80,0,0
2024,Entry-level,Analytics Engineer,110000,United States,Analytics and BI,7,80,0,0
2024,Entry-level,Data Analyst,133000,United States,Analytics and BI,30,80,0,0
2024,Entry-level,Data Analyst,58400,United States,Analytics and BI,30,80,0,0
2024,Entry-level,Data Engineer,115000,United States,Data Engineering,39,80,0,2
2024,Entry-level,Data Engineer,87550,United States,Data Engineering,39,80,0,2
2024,Executive,Data Engineer,209309,United States,Data Engineering,39,80,1,2
2024,Executive,Data Engineer,168854,United States,Data Engineering,39,80,1,2
2024,Entry-level,Research Analyst,133000,United States,Research and Science,96,80,0,9
2024,Entry-level,Research Analyst,58400,United States,Research and Science,96,80,0,9
2024,Senior,Data Scientist,269000,Canada,Data Science and AI,52,11,3,3
2024,Senior,Data Scientist,165000,Canada,Data Science and AI,52,11,3,3
2024,Senior,Data Scientist,245000,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,185000,United States,Data Science and AI,52,80,3,3
2024,Senior,Research Scientist,180000,United States,Research and Science,98,80,3,9
2024,Senior,Data Scientist,195000,United States,Data Science and AI,52,80,3,3
2024,Senior,Data Scientist,147500,United States,Data Science and AI,52,80,3,3
2024,Entry-level,Machine Learning Engineer,187500,United States,Data Science and AI,75,80,0,3
2024,Entry-level,Machine Learning Engineer,99500,United States,Data Science and AI,75,80,0,3
2024,Senior,Analytics Engineer,126400,United States,Analytics and BI,7,80,3,0
2024,Senior,Analytics Engineer,101100,United States,Analytics and BI,7,80,3,0
2024,Senior,Data Engineer,167400,United States,Data Engineering,39,80,3,2
2024,Senior,Data Engineer,116600,United States,Data Engineering,39,80,3,2
